Fecha,Codigo habilitaci¢n,NOMBRE SEDE PRESTADOR,Localidad,Upz,"Numerador
Camas ocupadas covid -19 confirmados y probables","Denominador
(camas asignadas atenci¢n covid-19)",%Ocupaci¢n covid 19
4/18/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,5,26,19.2%
4/19/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,7,10,70.0%
4/19/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,4,9,44.4%
4/19/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,4,7,57.1%
4/19/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,3,8,37.5%
4/19/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,2,11,18.2%
4/19/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,6,16,37.5%
4/19/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,4,6,66.7%
4/19/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,2,6,33.3%
4/19/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,6,23,26.1%
4/19/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,3,8,37.5%
4/19/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,2,6,33.3%
4/19/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,5,15,33.3%
4/19/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,0,32,0.0%
4/19/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,3,20,15.0%
4/19/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,5,24,20.8%
4/19/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,11,20,55.0%
4/19/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,3,9,33.3%
4/19/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,9,38,23.7%
4/19/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/19/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/19/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,1,6,16.7%
4/19/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,7,28,25.0%
4/19/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,0,7,0.0%
4/19/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,4,32,12.5%
4/19/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,5,38,13.2%
4/19/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,3,20,15.0%
4/19/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
4/19/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,9,20,45.0%
4/19/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,3,16,18.8%
4/19/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,8,9,88.9%
4/19/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,7,26,26.9%
4/19/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,4,15,26.7%
4/19/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,3,16,18.8%
4/19/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,0,12,0.0%
4/19/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,5,26,19.2%
4/20/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,5,10,50.0%
4/20/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,6,9,66.7%
4/20/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,4,7,57.1%
4/20/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,3,8,37.5%
4/20/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,2,11,18.2%
4/20/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,6,16,37.5%
4/20/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,5,6,83.3%
4/20/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,4,6,66.7%
4/20/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,6,23,26.1%
4/20/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,2,8,25.0%
4/20/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,2,6,33.3%
4/20/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,8,15,53.3%
4/20/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,0,32,0.0%
4/20/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,3,20,15.0%
4/20/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,3,24,12.5%
4/20/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,7,20,35.0%
4/20/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,2,9,22.2%
4/20/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,9,47,19.1%
4/20/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/20/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/20/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,2,6,33.3%
4/20/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,7,28,25.0%
4/20/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,2,7,28.6%
4/20/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,5,32,15.6%
4/20/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,7,38,18.4%
4/20/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,3,20,15.0%
4/20/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
4/20/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,9,20,45.0%
4/20/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,2,16,12.5%
4/20/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,9,9,100.0%
4/20/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,8,26,30.8%
4/20/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,5,15,33.3%
4/20/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,1,16,6.3%
4/20/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,0,12,0.0%
4/20/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,5,26,19.2%
4/21/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,8,10,80.0%
4/21/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,8,9,88.9%
4/21/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,4,7,57.1%
4/21/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,4,8,50.0%
4/21/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,3,11,27.3%
4/21/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,6,16,37.5%
4/21/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,6,6,100.0%
4/21/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,6,6,100.0%
4/21/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,5,23,21.7%
4/21/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,3,8,37.5%
4/21/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,2,6,33.3%
4/21/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,5,15,33.3%
4/21/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,0,32,0.0%
4/21/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,4,20,20.0%
4/21/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,3,24,12.5%
4/21/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,7,20,35.0%
4/21/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,4,9,44.4%
4/21/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,8,47,17.0%
4/21/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/21/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/21/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,1,6,16.7%
4/21/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,5,28,17.9%
4/21/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,2,7,28.6%
4/21/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,5,32,15.6%
4/21/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,7,38,18.4%
4/21/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,5,20,25.0%
4/21/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
4/21/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,6,20,30.0%
4/21/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,3,16,18.8%
4/21/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,8,9,88.9%
4/21/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,6,26,23.1%
4/21/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,4,15,26.7%
4/21/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,0,16,0.0%
4/21/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,0,12,0.0%
4/21/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,5,26,19.2%
4/22/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,8,10,80.0%
4/22/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,7,9,77.8%
4/22/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,4,7,57.1%
4/22/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,6,8,75.0%
4/22/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,3,11,27.3%
4/22/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,7,16,43.8%
4/22/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,8,10,80.0%
4/22/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,5,6,83.3%
4/22/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,4,23,17.4%
4/22/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,3,8,37.5%
4/22/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,2,6,33.3%
4/22/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,5,15,33.3%
4/22/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,0,32,0.0%
4/22/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,6,20,30.0%
4/22/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,5,17,29.4%
4/22/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,9,20,45.0%
4/22/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,3,9,33.3%
4/22/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,3,47,6.4%
4/22/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/22/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/22/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,1,6,16.7%
4/22/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,6,28,21.4%
4/22/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,1,7,14.3%
4/22/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,3,32,9.4%
4/22/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,4,38,10.5%
4/22/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,15,20,75.0%
4/22/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
4/22/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,6,20,30.0%
4/22/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,3,16,18.8%
4/22/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,9,9,100.0%
4/22/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,5,26,19.2%
4/22/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,3,15,20.0%
4/22/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,0,16,0.0%
4/22/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,0,12,0.0%
4/22/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,7,26,26.9%
4/23/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,7,10,70.0%
4/23/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,6,9,66.7%
4/23/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,4,7,57.1%
4/23/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,6,8,75.0%
4/23/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,3,11,27.3%
4/23/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,7,16,43.8%
4/23/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,9,23,39.1%
4/23/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,5,6,83.3%
4/23/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,5,23,21.7%
4/23/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,2,8,25.0%
4/23/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,2,6,33.3%
4/23/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,4,15,26.7%
4/23/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,0,32,0.0%
4/23/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,5,20,25.0%
4/23/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,4,17,23.5%
4/23/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,8,20,40.0%
4/23/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,2,9,22.2%
4/23/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,4,47,8.5%
4/23/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/23/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/23/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,1,6,16.7%
4/23/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,6,28,21.4%
4/23/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,1,7,14.3%
4/23/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,2,32,6.3%
4/23/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,4,38,10.5%
4/23/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,20,20,100.0%
4/23/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
4/23/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,6,20,30.0%
4/23/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,3,16,18.8%
4/23/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,8,9,88.9%
4/23/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,7,26,26.9%
4/23/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,3,15,20.0%
4/23/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,0,16,0.0%
4/23/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,0,12,0.0%
4/23/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,7,26,26.9%
4/24/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,7,10,70.0%
4/24/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,7,9,77.8%
4/24/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,2,7,28.6%
4/24/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,6,8,75.0%
4/24/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,5,11,45.5%
4/24/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,8,16,50.0%
4/24/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,5,23,21.7%
4/24/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,5,6,83.3%
4/24/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,5,23,21.7%
4/24/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,1,8,12.5%
4/24/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,2,6,33.3%
4/24/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,4,15,26.7%
4/24/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,0,32,0.0%
4/24/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,5,20,25.0%
4/24/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,6,17,35.3%
4/24/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,9,20,45.0%
4/24/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,1,9,11.1%
4/24/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,4,47,8.5%
4/24/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/24/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
4/24/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,0,6,0.0%
4/24/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,6,28,21.4%
4/24/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,1,7,14.3%
4/24/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,2,32,6.3%
4/24/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,5,38,13.2%
4/24/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,20,20,100.0%
4/24/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
4/24/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,5,20,25.0%
4/24/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,3,16,18.8%
4/24/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,8,9,88.9%
4/24/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,9,26,34.6%
4/24/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,3,15,20.0%
